Geração, Best Fitness, Média, Mediana, Desvio Padrão
0,0.05984352838907444,0.008870156014091595,0.02161778835155785,0.016006342333082072
1,0.06517362858580775,0.008898750972228576,0.03277182367205014,0.01960484571201611
2,0.06517362858580775,0.009041725762913483,0.024982557075536444,0.020541921212205796
3,0.06536807430113922,0.008893031980601181,0.02943364825913895,0.022303130019249287
4,0.06638605481081576,0.009156105595461409,0.03545574644278721,0.02239881056793859
5,0.06638605481081576,0.008950221896875143,0.021952921260923273,0.02066751990705618
6,0.06638605481081576,0.009121791645697031,0.02684408885025392,0.022740166250514643
7,0.06638605481081576,0.008898750972228576,0.030475648533650545,0.022511040422681216
8,0.06656906254289244,0.00884728004758201,0.03172038706135334,0.024366645051408935
9,0.06656906254289244,0.0091675435787162,0.026679381891384912,0.02379209584156276
10,0.06656906254289244,0.009081758704305257,0.032096982660017384,0.02243569689089335
11,0.06656906254289244,0.009344832319165485,0.04037894038523128,0.025085371755221356
12,0.06656906254289244,0.009098915679187445,0.02493794894084275,0.023331115454911604
13,0.06656906254289244,0.009144667612206616,0.029570618108615093,0.021459749387940364
14,0.06656906254289244,0.009001692821521709,0.028516607951685962,0.022898708292217837
15,0.06656906254289244,0.008910188955483369,0.02843940156471611,0.025002217950386648
16,0.06656906254289244,0.008927345930365559,0.028469426270759934,0.022807003289044128
17,0.06656906254289244,0.009344832319165485,0.030913437342727734,0.021063032762963667
18,0.06656906254289244,0.008875875005718991,0.03422873678912934,0.0233803753809787
19,0.06656906254289244,0.008893031980601181,0.022510808894175775,0.019595857826512908
20,0.06656906254289244,0.009070320721050464,0.02970329871437068,0.022209994542032655
21,0.06656906254289244,0.00909319668756005,0.02335207256256577,0.022698687414258466
22,0.06656906254289244,0.009247609461499749,0.028516036052523223,0.02187664440900575
23,0.06656906254289244,0.008881593997346388,0.024617113510545817,0.02064574025305137
24,0.06656906254289244,0.009070320721050464,0.02754609507251681,0.021669510690009944
25,0.06656906254289244,0.008904469963855972,0.03232831587134556,0.025143639963937037
26,0.06656906254289244,0.009081758704305257,0.030985496637232927,0.022509273721230377
27,0.06656906254289244,0.009144667612206616,0.03188166262524592,0.02019179301003777
28,0.06656906254289244,0.008881593997346388,0.022173960287322138,0.019436296399370005
29,0.06656906254289244,0.00893878391362035,0.025603925515853044,0.020092827598910373
30,0.06656906254289244,0.008915907947110766,0.028428821430205427,0.020275553483999415
31,0.06656906254289244,0.009110353662442238,0.025303678455414747,0.022790070735261098
32,0.06656906254289244,0.009133229628951823,0.026259607905934023,0.02247428045133693
33,0.06656906254289244,0.009087477695932654,0.02468802900672553,0.022508722451249238
34,0.06656906254289244,0.008910188955483369,0.02589101889554834,0.02316972773524685
35,0.06656906254289244,0.008910188955483369,0.024354325845266957,0.020695156929898362
36,0.06656906254289244,0.008921626938738162,0.027957290570526604,0.022973208195638434
37,0.06656906254289244,0.008921626938738162,0.027268438029006727,0.02221590248449106
38,0.06656906254289244,0.009036006771286086,0.029363304662121982,0.020892173333930165
39,0.06656906254289244,0.008875875005718991,0.025856990895365327,0.022771775329033513
40,0.06656906254289244,0.00893878391362035,0.021691277393969897,0.020664313373812162
41,0.06656906254289244,0.00907603971267786,0.02374897058150707,0.020792440755638353
42,0.06656906254289244,0.009104634670814842,0.03255364414146498,0.02117483280065112
43,0.06656906254289244,0.008904469963855972,0.03070240655167681,0.021640958691486595
44,0.06656906254289244,0.009127510637324428,0.030207999725488398,0.022574445224387413
45,0.06656906254289244,0.00904744475454088,0.02176104909182413,0.020028041648930017
46,0.06656906254289244,0.009121791645697031,0.02707227661618703,0.020899901021442433
47,0.06656906254289244,0.009098915679187445,0.033930205426179263,0.02490377951518736
48,0.06656906254289244,0.009116072654069635,0.029505993503225508,0.024320341691812433
49,0.06656906254289244,0.009127510637324428,0.0253334172118772,0.020880005857938814
50,0.06656906254289244,0.008944502905247747,0.027869218099464698,0.01999430451136438
51,0.06656906254289244,0.008870156014091595,0.026036281282884204,0.020582779690894743
52,0.06656906254289244,0.00907603971267786,0.028309008555611477,0.021781460708138953
53,0.06656906254289244,0.009527840051242164,0.0348335201537265,0.022712501824452152
54,0.06658050052614722,0.009121791645697031,0.02911338472800476,0.02287985132485749
55,0.06658050052614722,0.008995973829894314,0.026360262158576203,0.02133170444820743
56,0.06658050052614722,0.008887312988973784,0.02869303884339114,0.020620336943496655
57,0.06658050052614722,0.009087477695932654,0.024920220066797824,0.020862013829026638
58,0.06658050052614722,0.009121791645697031,0.028516893901267333,0.021769839436559305
59,0.06658050052614722,0.009150386603834012,0.0264483346296381,0.023465449670306723
60,0.06658050052614722,0.008927345930365559,0.02779887450244773,0.021287505444005428
61,0.06658050052614722,0.008881593997346388,0.026420025621082494,0.022052811922568874
62,0.06658050052614722,0.008904469963855972,0.02843597016973967,0.022628958479893588
63,0.06658050052614722,0.008881593997346388,0.029193164661206937,0.023537378186282036
64,0.06658050052614722,0.008904469963855972,0.026392002562108247,0.021638511624263418
65,0.06658050052614722,0.008898750972228576,0.030669808299400646,0.019576331268041005
66,0.06658050052614722,0.008927345930365559,0.02704882875051471,0.02175779178983565
67,0.06658050052614722,0.009070320721050464,0.030054730749874185,0.021204595467475787
68,0.06658050052614722,0.009058882737795673,0.026858672278903782,0.023057415536817675
69,0.06658050052614722,0.008927345930365559,0.029125394610422295,0.02196248405045879
70,0.06658050052614722,0.008875875005718991,0.028003614402708515,0.02118787987332144
71,0.06658050052614722,0.009236171478244955,0.027137759070320722,0.020028540877395827
72,0.06658050052614722,0.009064601729423067,0.027278446264354668,0.021939948087766357
73,0.06658050052614722,0.008852999039209407,0.023533650546735597,0.02249521008025247
