Geração, Best Fitness, Média, Mediana, Desvio Padrão
0,0.06632886489454179,0.008893031980601181,0.02003591526742005,0.01730973407629724
1,0.06632886489454179,0.00898453584663952,0.03584406597428741,0.022838178765371822
2,0.06632886489454179,0.009098915679187445,0.031357517042595054,0.02243446269403313
3,0.06632886489454179,0.008933064921992953,0.02495796541153864,0.022659196546020995
4,0.06643752573546233,0.008927345930365559,0.031052694788854834,0.02532565296411227
5,0.06643752573546233,0.008961659880129936,0.02479954934345976,0.020621886074117506
6,0.06643752573546233,0.00930479937777371,0.029411916090954848,0.01996102059432809
7,0.06643752573546233,0.009081758704305257,0.030171970078235806,0.02254712741940888
8,0.06643752573546233,0.009121791645697031,0.022753294139177378,0.0197862420115269
9,0.06643752573546233,0.009327675344283295,0.03027777142334263,0.02197182249734513
10,0.06643752573546233,0.009041725762913483,0.021589479343002243,0.020415705179898137
11,0.06643752573546233,0.009070320721050464,0.032455849384636505,0.022816688341982045
12,0.06643752573546233,0.00893878391362035,0.0273293452898385,0.020560625103681004
13,0.06643752573546233,0.008875875005718991,0.025354577480898567,0.021125323588881507
14,0.06644324472708972,0.009178981561970993,0.031331781580271764,0.022979341654165188
15,0.06644324472708972,0.00904744475454088,0.03285160360525232,0.02308231498492124
16,0.06644324472708972,0.008990254838266917,0.027100585624742646,0.023162094092120153
17,0.06646040170197191,0.008927345930365559,0.03264429015875921,0.02357750294864446
18,0.06646040170197191,0.008921626938738162,0.02384047444754541,0.0204648556753874
19,0.06646040170197191,0.008910188955483369,0.02815402388250904,0.022662895558166935
20,0.06646040170197191,0.008990254838266917,0.025701434323100153,0.02313645523013503
21,0.06646040170197191,0.00893878391362035,0.028135151210138626,0.022914256740739852
22,0.06646040170197191,0.008852999039209407,0.024122134785194677,0.021144371277727662
23,0.06646040170197191,0.008921626938738162,0.031152777142334276,0.022767785469552007
24,0.06646040170197191,0.008961659880129936,0.027395399643134928,0.022276637364192015
25,0.06646040170197191,0.008858718030836803,0.030907718351100337,0.02338100386444584
26,0.06651187262661848,0.008870156014091595,0.033855000686278995,0.024845329556467358
27,0.06651187262661848,0.009081758704305257,0.030094191792103216,0.022154604371533933
28,0.06651187262661848,0.008915907947110766,0.022791325433499567,0.021403609637679174
29,0.06651187262661848,0.008921626938738162,0.024395216635402846,0.02259159634809052
30,0.06651187262661848,0.009133229628951823,0.028514606304616368,0.02167094913347313
31,0.06651187262661848,0.009087477695932654,0.02863928032209361,0.02278363857671473
32,0.06651187262661848,0.009053163746168276,0.021916033764926575,0.019175644630944975
33,0.06651187262661848,0.00893878391362035,0.025374022052431715,0.021955540136491467
34,0.06651187262661848,0.008898750972228576,0.02325885299903921,0.021567335968386458
35,0.06651187262661848,0.009687971816809261,0.030151381708377174,0.022735543848304687
36,0.06651187262661848,0.008904469963855972,0.0249971405041863,0.021700205458147534
37,0.06651187262661848,0.009127510637324428,0.024539907123575972,0.020556701247649415
38,0.06651187262661848,0.008921626938738162,0.03678626984490095,0.025367446493326267
39,0.06651187262661848,0.00907603971267786,0.027432859038294365,0.021735397639324895
40,0.06651187262661848,0.009098915679187445,0.03104640389806469,0.021732295301491657
41,0.06651187262661848,0.008927345930365559,0.02669911241249943,0.021745345749744027
42,0.06651187262661848,0.008961659880129936,0.033123255707553645,0.02286115214085085
43,0.06651187262661848,0.009178981561970993,0.02571401610468042,0.019694439152712042
44,0.06651187262661848,0.009299080386146314,0.03329139406139909,0.021947903496239866
45,0.06651187262661848,0.009264766436381936,0.026380564578853453,0.02215684781660867
46,0.06651187262661848,0.009081758704305257,0.031711236674749496,0.022029765896915455
47,0.06651187262661848,0.008858718030836803,0.0301436610696802,0.024923063524508994
48,0.06651187262661848,0.009110353662442238,0.03261855469643593,0.02520924713990142
49,0.06651187262661848,0.008915907947110766,0.029421066477558672,0.022345471843526282
50,0.06651187262661848,0.009156105595461409,0.03438686690762685,0.02333250243809299
51,0.06651187262661848,0.008852999039209407,0.0225485542389166,0.019946090366158065
52,0.06651187262661848,0.009356270302420278,0.02899414375257355,0.020440093363223263
53,0.06651187262661848,0.008904469963855972,0.023798153909502677,0.02015522376959892
